locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM1322,glgX,isoamylase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,glgX :: isoamylase :: Belongs to the glycosyl hydrolase 13 family,Belongs to the glycosyl hydrolase 13 family,CK_Pro_MED4_01322 | Q7V0E4 | TX50_RS07095 | WP_011132956.1,,,,,0,
PMM1324,ycf63,"ABC-type transport system, membrane component",Secondary metabolites,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | kegg | brite | tigr_role,27,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ycf63 :: ABC-type transport system, membrane component :: membrane component",membrane component,CK_Pro_MED4_01324 | Q7V0E2 | TX50_RS07110 | WP_011132958.1,,,,,0,
PMM1333,msrA2,peptide methionine sulfoxide reductase,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,3,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,msrA2 :: peptide methionine sulfoxide reductase :: Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,CK_Pro_MED4_01333 | Q7V0D3 | TX50_RS07155 | WP_011132967.1 | msrA,,,,,0,
PMM1342,kaiC,circadian clock protein KaiC,Cellular processes,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,31,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"kaiC :: circadian clock protein KaiC :: Core component of the KaiBC clock protein complex, which constitutes the main circadian regulator in cyanobacteria. Binds to DNA. The KaiBC complex may act as a promoter-nonspecific transcription regulator that represses transcription, possibly by acting on the state of chromosome compaction","Core component of the KaiBC clock protein complex, which constitutes the main circadian regulator in cyanobacteria. Binds to DNA. The KaiBC complex may act as a promoter-nonspecific transcription regulator that represses transcription, possibly by acting on the state of chromosome compaction",CK_Pro_MED4_01342 | TX50_RS07200 | WP_011132976.1,,,,,0,
PMM1349,rnz,ribonuclease Z,Transcription,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,32,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"rnz :: ribonuclease Z :: Zinc phosphodiesterase, which displays some tRNA 3^- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3^-trailer from precursor tRNA","Zinc phosphodiesterase, which displays some tRNA 3^- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3^-trailer from precursor tRNA",CK_Pro_MED4_01349 | TX50_RS07235 | WP_011132983.1,,,,,0,
PMM1355,,conserved hypothetical protein,Stress response and adaptation,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,27,1,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01355 | Q7V0B4 | TX50_RS07265 | WP_011132989.1,,,,,0,
PMM1362,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,25,1,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01362 | Q7V0A7 | TX50_RS07305 | WP_011132996.1,,,,,0,
PMM1363,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category,19,2,1,1.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01363 | TX50_RS09365 | WP_036930502.1,,,,,0,
PMM1366,pirA,pirin-like protein,Stress response and adaptation,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,1,7.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,pirA :: pirin-like protein :: Belongs to the pirin family,Belongs to the pirin family,CK_Pro_MED4_01366 | Q7V0A3 | TX50_RS07330 | WP_011133000.1,,,,,0,
PMM1370,,"flavoprotein, HI0933 family",Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"flavoprotein, HI0933 family :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_01370 | Q7V099 | TX50_RS07350 | WP_011133004.1,,,,,0,
PMM1376,rbpD,nucleotide-binding alpha-beta plait domain-containing protein,Transcription,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | cyanorak_role | tigr_role,19,1,1,6.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,rbpD :: nucleotide-binding alpha-beta plait domain-containing protein :: RNA recognition motif,RNA recognition motif,CK_Pro_MED4_01376 | Q7V094 | TX50_RS07395 | WP_011133010.1,,,,,0,
PMM1378,desA3,delta-12 fatty acid desaturase DesA3,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,25,3,2,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,desA3 :: delta-12 fatty acid desaturase DesA3 :: fatty acid desaturase,fatty acid desaturase,CK_Pro_MED4_01378 | Q7V092 | TX50_RS07405 | WP_011133012.1 | des | yocE,,,,,0,
PMM1384,hli,high light inducible protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,22,12,2,19.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01384 | Q7TTL7 | TX50_RS07445 | WP_011132751.1 | hli12 | hli4,,,,,0,
PMM1385,hli,high light inducible protein,Stress response and adaptation,2,Prochlorococcus MED4,go_bp | go_cc | cog_category | cyanorak_role | tigr_role,24,12,2,24.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01385 | Q7V086 | TX50_RS07450 | WP_011133018.1 | hli11,,,,,0,
PMM1387,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category,20,6,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01387 | Q7V084 | TX50_RS07460 | WP_011133020.1,,,,,0,
PMM1390,hli,high light inducible protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,27,9,0,10.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01390 | TX50_RS07475 | WP_042116249.1,,,,,0,
PMM1391,,ribbon helix-helix domain containing protein,Regulatory functions,2,Prochlorococcus MED4,go_bp | cyanorak_role | tigr_role,31,13,1,1.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,ribbon helix-helix domain containing protein :: -,,CK_Pro_MED4_01391 | Q7TU53 | TX50_RS07480 | WP_011133024.1,,,,,0,
PMM1392,,possible Heat-labile enterotoxin alpha chain,Unknown,2,Prochlorococcus MED4,cog_category | cyanorak_role,27,4,1,3.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,possible Heat-labile enterotoxin alpha chain :: Heat-labile enterotoxin alpha chain,Heat-labile enterotoxin alpha chain,CK_Pro_MED4_01392 | Q7TU52 | TX50_RS07485 | WP_011133025.1,,,,,0,
PMM1395,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,,19,3,1,1.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_01395 | Q7V080 | TX50_RS07500 | WP_011133028.1,,,,,0,
PMM1400,,RmlC-like cupin domain-containing protein,Post-translational modification,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,38,17,6,10.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,RmlC-like cupin domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01400 | Q7TU50 | TX50_RS07530 | WP_011133029.1,,,,,0,
PMM1403,,HNH endonuclease family protein,Replication and repair,3,Prochlorococcus MED4,go_mf | pfam | cog_category | cyanorak_role | tigr_role,29,10,1,14.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,HNH endonuclease family protein :: HNH endonuclease HNH nuclease,HNH endonuclease HNH nuclease,CK_Pro_MED4_01403 | Q7V077 | TX50_RS07550 | WP_011133032.1,,,,,0,
PMM1404,hli,high light inducible protein,Stress response and adaptation,2,Prochlorococcus MED4,go_bp | go_cc | cyanorak_role | tigr_role,34,20,3,24.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: -,,CK_Pro_MED4_01404 | Q7V076 | TX50_RS07555 | WP_011133033.1 | hli5,,,,,0,
PMM1416,PsiP1,phosphate starvation inducible protein 1,Stress response and adaptation,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,39,5,0,2.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,PsiP1 :: phosphate starvation inducible protein 1 :: calcium- and calmodulin-responsive adenylate cyclase activity,calcium- and calmodulin-responsive adenylate cyclase activity,CK_Pro_MED4_01416 | Q7V066 | TX50_RS07630 | WP_011133045.1,,,,,0,
PMM1418,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | kegg | brite,16,1,0,2.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,"conserved hypothetical protein :: Type VI secretion system VasI, EvfG, VC_A0118","Type VI secretion system VasI, EvfG, VC_A0118",CK_Pro_MED4_01418 | Q7TU47 | TX50_RS07640 | WP_011133047.1,,,,,0,
PMM1423,,glutaredoxin family protein,Energy production,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | tigr_role,27,5,0,6.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,glutaredoxin family protein :: Glutaredoxin,Glutaredoxin,CK_Pro_MED4_01423 | Q7V062 | TX50_RS07670 | WP_011133052.1,,,,,0,
PMM1424,,possible Uncharacterized protein family UPF003,Unknown,2,Prochlorococcus MED4,,31,13,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,possible Uncharacterized protein family UPF003 :: -,,CK_Pro_MED4_01424 | Q7V061 | TX50_RS07675 | WP_011133053.1,,,,,0,
PMM1427,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,10,5,14.0,Prochlorococcus | Synechococcus,2,condition_comparison | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01427 | Q7V058 | TX50_RS09330 | WP_011133056.1,,,,,0,
PMM1428,,EVE domain protein,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | tigr_role,35,4,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,EVE domain protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01428 | Q7V057 | TX50_RS07695 | WP_011133057.1,,,,,0,
PMM1434,gpmI,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,34,4,5,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"gpmI :: 2,3-bisphosphoglycerate-independent phosphoglycerate mutase :: Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate",Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate,CK_Pro_MED4_01434 | TX50_RS07725 | WP_011133063.1,,,,,0,
PMM1442,pepP,Xaa-Pro aminopeptidase,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,5,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,pepP :: Xaa-Pro aminopeptidase :: Belongs to the peptidase M24B family,Belongs to the peptidase M24B family,CK_Pro_MED4_01442 | Q7V046 | TX50_RS07760 | WP_011133071.1,,,,,0,
PMM1443,,CBS and DUF21 domain-containing protein,Unknown,3,Prochlorococcus MED4,go_cc | pfam | cog_category | cyanorak_role | tigr_role,27,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,CBS and DUF21 domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01443 | Q7V045 | TX50_RS07765 | WP_011133072.1,,,,,0,
PMM1458,ftsW,cell division protein FtsW,Cell cycle and division,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,16,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ftsW :: cell division protein FtsW :: Peptidoglycan polymerase that is essential for cell division,Peptidoglycan polymerase that is essential for cell division,CK_Pro_MED4_01458 | Q7V030 | TX50_RS07840 | WP_011133086.1,,,,,0,
PMM1464,tly,ribosomal RNA methyltransferase FtsJ family,Translation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,tly :: ribosomal RNA methyltransferase FtsJ family :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01464 | Q7TU41 | TX50_RS07870 | WP_011133092.1,,,,,0,
PMM1467,ski2,"ATP-dependent DNA/RNA helicase, superfamily 1/2",Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ski2 :: ATP-dependent DNA/RNA helicase, superfamily 1/2 :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_01467 | Q7V023 | TX50_RS07885 | WP_011133095.1,,,,,0,
PMM1468,bioF,8-amino-7-oxononanoate synthase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,bioF :: 8-amino-7-oxononanoate synthase,8-amino-7-oxononanoate synthase,CK_Pro_MED4_01468 | Q7V022 | TX50_RS07890 | WP_011133096.1,,,,,0,
PMM1469,bioH,pimeloyl-[acyl-carrier protein] methyl ester esterase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,2,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,bioH :: pimeloyl-[acyl-carrier protein] methyl ester esterase :: carboxylic ester hydrolase activity,carboxylic ester hydrolase activity,CK_Pro_MED4_01469 | Q7V021 | TX50_RS07895 | WP_011133097.1,,,,,0,
PMM1473,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,16,1,1,11.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01473 | Q7V018 | TX50_RS07915 | WP_011133101.1,,,,,0,
PMM1474,dnaJ5,DnaJ type III chaperone protein,Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | cyanorak_role | tigr_role,24,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,dnaJ5 :: DnaJ type III chaperone protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01474 | Q7V017 | TX50_RS07920 | WP_011133102.1,,,,,0,
PMM1476,,NADP-dependent oxidoreductase,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | cyanorak_role | tigr_role,24,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,NADP-dependent oxidoreductase :: aldo keto reductase family,aldo keto reductase family,CK_Pro_MED4_01476 | Q7V015 | TX50_RS07930 | WP_011133104.1,,,,,0,
PMM1477,fer,3Fe-4S ferredoxin,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | cyanorak_role | tigr_role,19,3,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,fer :: 3Fe-4S ferredoxin :: Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions,Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions,CK_Pro_MED4_01477 | Q7V014 | TX50_RS07935 | WP_011133105.1,,,,,0,
PMM1478,ycf35,regulator of CO2 utilization Ycf35,Photosynthesis,2,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,27,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,ycf35 :: regulator of CO2 utilization Ycf35 :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01478 | Q7V013 | TX50_RS07940 | WP_011133106.1,,,,,0,
PMM1479,,Conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,5,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,Conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01479 | Q7V012 | TX50_RS07945 | WP_011133107.1,,,,,0,
PMM1480,iaiH,PBS lyase HEAT-like repeat domain-containing protein,Post-translational modification,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,27,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,iaiH :: PBS lyase HEAT-like repeat domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01480 | Q7V011 | TX50_RS07950 | WP_011133108.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1486,tatD,Mg-dependent DNase,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | ec | tigr_role,24,1,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,tatD :: Mg-dependent DNase :: Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr),Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr),CK_Pro_MED4_01486 | Q7V005 | TX50_RS07980 | WP_011133114.1 | dtd3,,,,,0,
PMM1490,deg1,photosystem II assembly factor,Photosynthesis,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | cyanorak_role | tigr_role,28,8,1,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,deg1 :: photosystem II assembly factor :: trypsin family Chymotrypsin serine protease,trypsin family Chymotrypsin serine protease,CK_Pro_MED4_01490 | TX50_RS08000 | WP_036930685.1,,,,,0,
PMM1502,rnhB,ribonuclease HII,Transcription,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,32,11,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,rnhB :: ribonuclease HII :: Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,CK_Pro_MED4_01502 | TX50_RS08060 | WP_011133130.1,,,,,0,
PMM1512,glsF,ferredoxin-dependent glutamate synthase,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,glsF :: ferredoxin-dependent glutamate synthase :: Ferredoxin-dependent glutamate synthase,Ferredoxin-dependent glutamate synthase,CK_Pro_MED4_01512 | Q7UZY3 | TX50_RS08110 | WP_011133140.1 | gltB | gltS,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1514,lipA2,lipoyl synthase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,29,5,2,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"lipA2 :: lipoyl synthase :: Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",CK_Pro_MED4_01514 | TX50_RS08120 | WP_011133142.1 | lipA,,,,,0,
PMM1526,hisB,putative imidazoleglycerol-phosphate dehydratase,Unknown,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | ec | tigr_role,24,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,hisB :: putative imidazoleglycerol-phosphate dehydratase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01526 | Q7UZX3 | TX50_RS08180 | WP_011133154.1,,,,,0,
PMM1527,alr,alanine racemase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,alr :: alanine racemase :: Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids,Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids,CK_Pro_MED4_01527 | Q7TU32 | TX50_RS08190 | WP_011133155.1,,,,,0,
PMM1562,recA,recombinase A,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | cyanorak_role | tigr_role,32,10,3,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,"recA :: recombinase A :: Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage","Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",CK_Pro_MED4_01562 | TX50_RS08365 | WP_011133190.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM1564,dinG,ATP-dependent helicase C-terminal domain-containing protein,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,5,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,dinG :: ATP-dependent helicase C-terminal domain-containing protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01564 | Q7UZU1 | TX50_RS08375 | WP_011133192.1,,,,,0,
PMM1565,tyrA,Prephenate dehydrogenase,Amino acid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | tigr_role,24,1,3,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,tyrA :: Prephenate dehydrogenase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01565 | Q7UZU0 | TX50_RS08380 | WP_011133193.1,,,,,0,
PMM1567,,putative fructosamine 3-kinase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | ec | cyanorak_role | tigr_role,16,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,putative fructosamine 3-kinase :: Ribulosamine erythrulosamine 3-kinase potentially involved in protein deglycation,Ribulosamine erythrulosamine 3-kinase potentially involved in protein deglycation,CK_Pro_MED4_01567 | Q7UZT8 | TX50_RS08390 | WP_011133195.1,,,,,0,
PMM1574,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01574 | Q7UZT1 | TX50_RS08430 | WP_011133202.1,,,,,0,
PMM1575,ppc,phosphoenol pyruvate carboxylase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,4,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ppc :: phosphoenol pyruvate carboxylase :: Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle","Forms oxaloacetate, a four-carbon dicarboxylic acid source for the tricarboxylic acid cycle",CK_Pro_MED4_01575 | TX50_RS08435 | WP_011133203.1,,,,,0,
PMM1576,gshA,gamma-glutamate-cysteine ligase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | ec | cyanorak_role | tigr_role,24,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,gshA :: gamma-glutamate-cysteine ligase :: Glutamate--cysteine ligase,Glutamate--cysteine ligase,CK_Pro_MED4_01576 | Q7UZS9 | TX50_RS08440 | WP_011133204.1,,,,,0,
PMM1587,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,8,1,0,13.0,Prochlorococcus | Synechococcus,1,condition_comparison,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01587 | Q7UZR8 | TX50_RS09505 | WP_011133215.1,,,,,0,
PMM1588,,conserved hypothetical protein,Stress response and adaptation,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,33,4,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_01588 | Q7TU26 | TX50_RS08500 | WP_011133216.1,,,,,0,
