locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
PMT1940,Prochlorococcus MIT9313,Prochlorococcus,,possible Peptidase family C9,Unknown,1,6.0,no_evidence,0,1.0,Prochlorococcus,WP_011131305.1,True
PMT2262,Prochlorococcus MIT9313,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,6.0,informative_single,2,6.0,"Prochlorococcus, Synechococcus",WP_236069602.1,True
PMT9312_1261,Prochlorococcus MIT9312,Prochlorococcus,idiA2,iron deficiency-induced protein A,Stress response and adaptation,1,6.0,informative_multi,3,18.0,"Prochlorococcus, Synechococcus",WP_036924302.1,True
PMT9312_1520,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein,Unknown,1,6.0,catch_all_only,1,3.0,Prochlorococcus,WP_011377063.1,True
PMT9312_1822,Prochlorococcus MIT9312,Prochlorococcus,,conserved hypothetical protein,Unknown,1,6.0,catch_all_only,1,9.0,Prochlorococcus,WP_036924175.1,True
PMT_2924,Prochlorococcus MIT9313,Prochlorococcus,,Hypothetical protein,Unknown,1,6.0,no_evidence,0,3.0,Prochlorococcus,,False
Pro0328,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,psbE,"cytochrome b559, alpha subunit",Photosynthesis,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124483.1,True
Pro0610,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,conserved hypothetical protein,Unknown,1,6.0,no_evidence,0,1.0,Prochlorococcus,WP_011124762.1,True
Pro1757,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,mhpC,alpha/beta hydrolase fold family protein,Stress response and adaptation,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_052039744.1,True
Pro1831,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,metC,cystathionine beta-lyase family aluminum resistance protein,Stress response and adaptation,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_225866426.1,True
SPO0470,Ruegeria pomeroyi DSS-3,Ruegeria,phnI,carbon-phosphorus lyase complex subunit PhnI,Inorganic ion transport,1,6.0,informative_multi,3,1.0,Ruegeria,WP_011046231.1,True
SPO2816,Ruegeria pomeroyi DSS-3,Ruegeria,,ABC transporter permease,Amino acid metabolism,1,6.0,informative_multi,3,3.0,Ruegeria,WP_030003238.1,True
SPO3744,Ruegeria pomeroyi DSS-3,Ruegeria,hup,HU family DNA-binding protein,Replication and repair,1,6.0,informative_multi,3,15.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_044028844.1,True
SYNPCC7002_A0754,Synechococcus PCC 7002,Picosynechococcus,,YlxR family protein,Transcription,1,6.0,informative_multi,3,7.0,Synechococcus,WP_012306383.1,True
SYNPCC7002_D0002,Synechococcus PCC 7002,Picosynechococcus,,hypothetical protein,Unknown,1,6.0,no_evidence,0,2.0,Synechococcus,WP_012308479.1,True
SYNW0003,Synechococcus WH8102,Parasynechococcus,purL,"phosphoribosylformylglycinamidine synthase, synthetase domain",Nucleotide metabolism,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011126884.1,True
SYNW0196,Synechococcus WH8102,Parasynechococcus,phoD,hemolysin-type calcium-binding repeat family protein,Stress response and adaptation,1,6.0,informative_multi,3,1.0,Synechococcus,WP_011127072.1,True
SYNW0550,Synechococcus WH8102,Parasynechococcus,kaiC,circadian clock protein KaiC,Cellular processes,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011127419.1,True
SYNW1412,Synechococcus WH8102,Parasynechococcus,speB,agmatinase protein family,Carbohydrate metabolism,1,6.0,informative_multi,3,1.0,Synechococcus,WP_042503589.1,True
SYNW2061,Synechococcus WH8102,Parasynechococcus,,Conserved hypothetical protein (DUF1815),Unknown,1,6.0,informative_single,2,4.0,Synechococcus,WP_011128919.1,True
SYNW2135,Synechococcus WH8102,Parasynechococcus,rpsL,30S ribosomal protein S12,Translation,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128991.1,True
SYNW2273,Synechococcus WH8102,Parasynechococcus,ndhI,NADH dehydrogenase I subunit NdhI,Carbohydrate metabolism,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129126.1,True
Sputw3181_0962,Shewanella sp. W3-18-1,Shewanella,csgF,curli assembly protein CsgF,Unknown,1,6.0,informative_multi,3,11.0,"Alteromonas, Pseudomonas, Shewanella",WP_011788338.1,True
Sputw3181_2088,Shewanella sp. W3-18-1,Shewanella,trhA,PAQR family membrane homeostasis protein TrhA,Unknown,1,6.0,informative_multi,3,11.0,"Alteromonas, Pseudomonas, Shewanella",WP_011789387.1,True
Sputw3181_4089,Shewanella sp. W3-18-1,Shewanella,,helix-turn-helix domain-containing protein,Transcription,1,6.0,informative_multi,3,1.0,Shewanella,WP_011791310.1,True
SynWH7803_0001,Synechococcus WH7803,Synechococcus,dnaN,"DNA polymerase III, beta subunit",Replication and repair,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011931936.1,True
SynWH7803_0195,Synechococcus WH7803,Synechococcus,tktA,transketolase,Carbohydrate metabolism,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932127.1,True
SynWH7803_0556,Synechococcus WH7803,Synechococcus,,ABC multidrug efflux transporter,Transport,1,6.0,informative_multi,3,2.0,"Prochlorococcus, Synechococcus",WP_011932468.1,True
SynWH7803_0982,Synechococcus WH7803,Synechococcus,,uncharacterized conserved secreted protein (UCP028288),Unknown,1,6.0,catch_all_only,1,2.0,"Prochlorococcus, Synechococcus",WP_011932890.1,True
SynWH7803_1090,Synechococcus WH7803,Synechococcus,,nif11-like leader peptide domain protein,Cellular processes,1,6.0,informative_multi,3,3.0,"Prochlorococcus, Synechococcus",WP_083833673.1,True
SynWH7803_1142,Synechococcus WH7803,Synechococcus,purQ,"phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain",Nucleotide metabolism,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933050.1,True
SynWH7803_1874,Synechococcus WH7803,Synechococcus,,abrB-like transcriptional regulator family protein,Transcription,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933772.1,True
SynWH7803_2026,Synechococcus WH7803,Synechococcus,apcA,"allophycocyanin, alpha chain",Photosynthesis,1,6.0,informative_multi,3,4.0,Synechococcus,WP_011933918.1,True
SynWH7803_2099,Synechococcus WH7803,Synechococcus,hemB,delta-aminolevulinic acid dehydratase,Coenzyme metabolism,1,6.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933989.1,True
SynWH7803_2199,Synechococcus WH7803,Synechococcus,tolC,"TolC-like outer membrane efflux protein, RND family",Stress response and adaptation,1,6.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011934087.1,True
sync_2681,Synechococcus CC9311,Synechococcus,VBPO,vanadium-dependent bromoperoxidase,Stress response and adaptation,1,6.0,informative_multi,3,1.0,Synechococcus,WP_011620573.1,True
A9601_04201,Prochlorococcus AS9601,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,7.0,informative_multi,3,14.0,Prochlorococcus,WP_011817880.1,True
A9601_12991,Prochlorococcus AS9601,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,9.0,Prochlorococcus,WP_011818727.1,True
ACZ81_01825,Alteromonas macleodii HOT1A3,Alteromonas,glnK,P-II family nitrogen regulator,Transcription,1,7.0,informative_multi,3,10.0,Alteromonas,WP_012516988.1,True
ACZ81_02340,Alteromonas macleodii HOT1A3,Alteromonas,dps,Dps family protein,Inorganic ion transport,1,7.0,informative_multi,3,10.0,Alteromonas,WP_014948101.1,True
ACZ81_02730,Alteromonas macleodii HOT1A3,Alteromonas,nlpD,peptidoglycan DD-metalloendopeptidase family protein,Cell cycle and division,1,7.0,informative_multi,3,10.0,Alteromonas,WP_061439390.1,True
ACZ81_04980,Alteromonas macleodii HOT1A3,Alteromonas,flgM,flagellar biosynthesis anti-sigma factor FlgM,Cell motility,1,7.0,informative_multi,3,10.0,Alteromonas,WP_014948589.1,True
ACZ81_08725,Alteromonas macleodii HOT1A3,Alteromonas,phhB,4a-hydroxytetrahydrobiopterin dehydratase,Coenzyme metabolism,1,7.0,informative_multi,3,10.0,Alteromonas,WP_049586648.1,True
ACZ81_12900,Alteromonas macleodii HOT1A3,Alteromonas,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,1,7.0,informative_multi,3,16.0,Alteromonas,WP_061486135.1,True
ACZ81_14330,Alteromonas macleodii HOT1A3,Alteromonas,,hypothetical protein,Unknown,1,7.0,no_evidence,0,9.0,Alteromonas,WP_014977175.1,True
ACZ81_16580,Alteromonas macleodii HOT1A3,Alteromonas,rutF,flavin reductase,Energy production,1,7.0,informative_multi,3,8.0,Alteromonas,WP_061486582.1,True
ACZ81_16965,Alteromonas macleodii HOT1A3,Alteromonas,murB,UDP-N-acetylmuramate dehydrogenase,Cell wall and membrane,1,7.0,informative_multi,3,9.0,Alteromonas,WP_061486598.1,True
ACZ81_17395,Alteromonas macleodii HOT1A3,Alteromonas,,TonB-dependent receptor,Coenzyme metabolism,1,7.0,informative_multi,3,9.0,Alteromonas,WP_061486648.1,True
BL107_14060,Synechococcus sp. BL107,Synechococcus,rbpD,nucleotide-binding alpha-beta plait domain-containing protein,Unknown,1,7.0,informative_multi,3,9.0,"Prochlorococcus, Synechococcus",WP_009789981.1,True
DEH24_07770,Alteromonas (MarRef v6),Alteromonas,rpoD,RNA polymerase sigma factor RpoD,Transcription,1,7.0,informative_multi,3,10.0,Alteromonas,HBY39297.1,True
DEH24_13850,Alteromonas (MarRef v6),Alteromonas,prkB,phosphoribulokinase,Carbohydrate metabolism,1,7.0,informative_multi,3,10.0,Alteromonas,HBY40502.1,True
DEH24_15040,Alteromonas (MarRef v6),Alteromonas,,cold-shock protein,Transcription,1,7.0,informative_multi,3,10.0,Alteromonas,HBY40738.1,True
EZ55_00311,Alteromonas macleodii EZ55,Alteromonas,cheR,CheR family methyltransferase,Cell motility,1,7.0,informative_multi,3,13.0,Alteromonas,WP_039225824.1,True
EZ55_00368,Alteromonas macleodii EZ55,Alteromonas,rpsQ,30S ribosomal protein S17,Translation,1,7.0,informative_multi,3,10.0,Alteromonas,WP_014975444.1,True
EZ55_00549,Alteromonas macleodii EZ55,Alteromonas,,type II toxin-antitoxin system Phd/YefM family antitoxin,Cell cycle and division,1,7.0,informative_multi,3,3.0,Alteromonas,WP_156085897.1,True
EZ55_02390,Alteromonas macleodii EZ55,Alteromonas,,hypothetical protein,Unknown,1,7.0,no_evidence,0,11.0,Alteromonas,WP_014949833.1,True
EZ55_03194,Alteromonas macleodii EZ55,Alteromonas,fucP,L-fucose:H+ symporter permease,Carbohydrate metabolism,1,7.0,informative_multi,3,10.0,Alteromonas,WP_014950563.1,True
H6G84_06730,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS06730,slr1957 family protein,Replication and repair,1,7.0,informative_single,2,3.0,Synechococcus,WP_011243609.1,True
H6G84_06820,Synechococcus elongatus PCC 7942,Synechococcus,fbt,folate/biopterin family MFS transporter,Carbohydrate metabolism,1,7.0,informative_multi,3,3.0,Synechococcus,WP_011377487.1,True
H6G84_11925,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS11925,LON peptidase substrate-binding domain-containing protein,Unknown,1,7.0,informative_multi,3,7.0,Synechococcus,WP_011242970.1,True
H6G84_13025,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS13025,RNA recognition motif domain-containing protein,Unknown,1,7.0,informative_multi,3,10.0,Synechococcus,WP_011377680.1,True
HP15_1174,Marinobacter (MarRef v6),Marinobacter,bamA,outer membrane protein assembly factor BamA,Cell wall and membrane,1,7.0,informative_multi,3,57.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_041645133.1,True
HP15_1213,Marinobacter (MarRef v6),Marinobacter,,SDR family oxidoreductase,Cell wall and membrane,1,7.0,informative_multi,3,2.0,Marinobacter,WP_041645140.1,True
HP15_1795,Marinobacter (MarRef v6),Marinobacter,cysI,nitrite/sulfite reductase,Energy production,1,7.0,informative_multi,3,62.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_041645228.1,True
HP15_1807,Marinobacter (MarRef v6),Marinobacter,yejA,extracellular solute-binding protein,Amino acid metabolism,1,7.0,informative_multi,3,7.0,"Marinobacter, Pseudomonas, Ruegeria, Shewanella",WP_014577171.1,True
HP15_1830,Marinobacter (MarRef v6),Marinobacter,fimV,FimV/HubP family polar landmark protein,Cell motility,1,7.0,informative_multi,3,53.0,"Alteromonas, Marinobacter, Prochlorococcus, Pseudomonas, Shewanella, Synechococcus, Thermosynechococcus",WP_014577187.1,True
HP15_2911,Marinobacter (MarRef v6),Marinobacter,pgk,phosphoglycerate kinase,Carbohydrate metabolism,1,7.0,informative_multi,3,41.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578163.1,True
M744_04030,Synechococcus elongatus UTEX 2973,Synechococcus,pstA,phosphate ABC transporter permease PstA,Inorganic ion transport,1,7.0,informative_multi,3,3.0,Synechococcus,WP_011243974.1,True
M744_07860,Synechococcus elongatus UTEX 2973,Synechococcus,,hypothetical protein,Unknown,1,7.0,no_evidence,0,2.0,Synechococcus,WP_011244677.1,True
M744_12485,Synechococcus elongatus UTEX 2973,Synechococcus,purM,phosphoribosylformylglycinamidine cyclo-ligase,Nucleotide metabolism,1,7.0,informative_multi,3,7.0,Synechococcus,WP_011377763.1,True
M8001_01800,Pseudomonas putida KT2440,Pseudomonas,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",Energy production,1,7.0,informative_multi,3,12.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_010951693.1,True
M8001_14315,Pseudomonas putida KT2440,Pseudomonas,cfa,SAM-dependent methyltransferase,Cell wall and membrane,1,7.0,informative_multi,3,16.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_049586237.1,True
M8001_16105,Pseudomonas putida KT2440,Pseudomonas,,Hcp family type VI secretion system effector,Unknown,1,7.0,informative_multi,3,1.0,Pseudomonas,WP_049586088.1,True
M8001_21550,Pseudomonas putida KT2440,Pseudomonas,aceA,isocitrate lyase,Energy production,1,7.0,informative_multi,3,14.0,"Alteromonas, Pseudomonas, Shewanella",WP_010954897.1,True
MIT1002_00549,Alteromonas macleodii MIT1002,Alteromonas,,TonB-dependent receptor,Inorganic ion transport,1,7.0,informative_multi,3,9.0,Alteromonas,WP_014975544.1,True
MIT1002_01423,Alteromonas macleodii MIT1002,Alteromonas,,pyridoxamine 5^-phosphate oxidase family protein,Unknown,1,7.0,informative_single,2,9.0,Alteromonas,WP_049586841.1,True
NATL1_08021,Prochlorococcus NATL1A,Prochlorococcus,lptG,"lipopolysaccharide export system, permease component",Transport,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011823509.1,True
NATL1_08641,Prochlorococcus NATL1A,Prochlorococcus,wecC,nucleotide sugar dehydrogenase family protein,Carbohydrate metabolism,1,7.0,informative_multi,3,1.0,Prochlorococcus,WP_011823567.1,True
P9301_09331,Prochlorococcus MIT9301,Prochlorococcus,psb28,photosystem II reaction centre Psb28 protein,Photosynthesis,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011862904.1,True
P9301_13211,Prochlorococcus MIT9301,Prochlorococcus,,uncharacterized conserved secreted protein,Unknown,1,7.0,catch_all_only,1,11.0,Prochlorococcus,WP_011818732.1,True
P9303_09501,Prochlorococcus MIT9303,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_011825607.1,True
P9303_RS02295,Prochlorococcus MIT9303,Prochlorococcus,groES,co-chaperone GroES,Post-translational modification,1,7.0,informative_multi,3,17.0,Prochlorococcus,WP_011130818.1,True
PMM0115,Prochlorococcus MED4,Prochlorococcus,crtQ,"9,9^-di-cis-zeta-carotene desaturase",Coenzyme metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131754.1,True
PMM0501,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011132136.1,True
PMM0540,Prochlorococcus MED4,Prochlorococcus,psaM,photosystem I reaction centre subunit XII,Stress response and adaptation,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132175.1,True
PMM0590,Prochlorococcus MED4,Prochlorococcus,proA,glutamate-5-semialdehyde dehydrogenase,Amino acid metabolism,1,7.0,informative_multi,3,22.0,"Prochlorococcus, Synechococcus",WP_011132224.1,True
PMM1032,Prochlorococcus MED4,Prochlorococcus,lraI,"ABC-type Mn2+/Zn2+ transport system, periplasmic component",Stress response and adaptation,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132665.1,True
PMM1039,Prochlorococcus MED4,Prochlorococcus,,A predicted alpha-helical domain with a conserved ER motif family protein,Unknown,1,7.0,informative_single,2,15.0,"Prochlorococcus, Synechococcus",WP_011132672.1,True
PMM1264,Prochlorococcus MED4,Prochlorococcus,ftsH4,cell division protein FtsH,Stress response and adaptation,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132898.1,True
PMM1457,Prochlorococcus MED4,Prochlorococcus,atp1,ATP synthase protein I,Photosynthesis,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133085.1,True
PMM1520,Prochlorococcus MED4,Prochlorococcus,psaI,photosystem I reaction center subunit VIII,Stress response and adaptation,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133148.1,True
PMM1869,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,7.0,catch_all_only,1,9.0,Prochlorococcus,,False
PMM1870,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,9.0,Prochlorococcus,WP_173027972.1,True
PMM1939,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,7.0,no_evidence,0,12.0,Prochlorococcus,WP_036930287.1,True
PMM1958,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,7.0,catch_all_only,1,18.0,Prochlorococcus,WP_036930574.1,True
PMN2A_0414,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05070,conserved hypothetical protein,Unknown,1,7.0,no_evidence,0,4.0,Prochlorococcus,WP_011293948.1,True
PMN2A_0417,Prochlorococcus NATL2A,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,7.0,informative_multi,3,33.0,Prochlorococcus,WP_011293951.1,True
PMN2A_0578,Prochlorococcus NATL2A,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,7.0,informative_multi,3,12.0,Prochlorococcus,WP_011294349.1,True
PMN2A_1393,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS00340,uncharacterized conserved membrane protein,Unknown,1,7.0,catch_all_only,1,5.0,Prochlorococcus,WP_041710887.1,True
PMN2A_1654,Prochlorococcus NATL2A,Prochlorococcus,chlD,"protoporphyrin IX Mg-chelatase, subunit ChlD",Coenzyme metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011294287.1,True
PMN2A_1901,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS00350,conserved hypothetical protein,Unknown,1,7.0,no_evidence,0,4.0,Prochlorococcus,WP_041710890.1,True
PMT1005,Prochlorococcus MIT9313,Prochlorococcus,,possible Gamma-thionins family,Unknown,1,7.0,no_evidence,0,2.0,Prochlorococcus,WP_236069679.1,True
PMT1205,Prochlorococcus MIT9313,Prochlorococcus,rbcL,"ribulose bisphosphate carboxylase, large subunit",Photosynthesis,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011130576.1,True
PMT1436,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,informative_single,2,20.0,"Prochlorococcus, Synechococcus",WP_041385153.1,True
PMT1576,Prochlorococcus MIT9313,Prochlorococcus,,"ABC exporter ATP-binding subunit, DevA type",Transport,1,7.0,informative_multi,3,2.0,"Prochlorococcus, Synechococcus",WP_011130943.1,True
PMT2112,Prochlorococcus MIT9313,Prochlorococcus,,possible Alanine racemase,Unknown,1,7.0,no_evidence,0,1.0,Prochlorococcus,,False
PMT9312_0719,Prochlorococcus MIT9312,Prochlorococcus,,uncharacterized conserved secreted protein,Unknown,1,7.0,catch_all_only,1,5.0,Prochlorococcus,WP_011376274.1,True
PMT9312_1700,Prochlorococcus MIT9312,Prochlorococcus,psaC,photosystem I iron-sulfur center subunit VII PsaC,Photosynthesis,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011377242.1,True
PMT_0307,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,informative_multi,3,3.0,Prochlorococcus,WP_011129686.1,True
PMT_1041,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,11.0,Prochlorococcus,WP_236069682.1,True
Pro0080,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,hit,histidine triad (HIT) family protein,Nucleotide metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124235.1,True
Pro0749,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,uncharacterized conserved secreted protein (DUF1816),Signal transduction,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124901.1,True
Pro0757,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,dnaG,DNA primase,Replication and repair,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124909.1,True
Pro1450,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,pcb,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Stress response and adaptation,1,7.0,informative_multi,3,41.0,Prochlorococcus,WP_011125601.1,True
Pro1459,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,cyabrB2,AbrB-like transcriptional regulator involved in photosynthesis regulation,Photosynthesis,1,7.0,informative_multi,3,25.0,"Prochlorococcus, Synechococcus",WP_011125610.1,True
SPO0260,Ruegeria pomeroyi DSS-3,Ruegeria,,alkaline phosphatase D family protein,Inorganic ion transport,1,7.0,informative_multi,3,13.0,"Alteromonas, Ruegeria, Shewanella",WP_011046022.1,True
SPO0379,Ruegeria pomeroyi DSS-3,Ruegeria,tmpC,BMP family lipoprotein,Unknown,1,7.0,informative_multi,3,1.0,Ruegeria,WP_011046140.1,True
SPO1472,Ruegeria pomeroyi DSS-3,Ruegeria,hyuA,hydantoinase/oxoprolinase family protein,Amino acid metabolism,1,7.0,informative_multi,3,4.0,"Pseudomonas, Ruegeria",WP_011047209.1,True
SPO1742,Ruegeria pomeroyi DSS-3,Ruegeria,,TadE/TadG family type IV pilus assembly protein,Unknown,1,7.0,informative_single,2,1.0,Ruegeria,WP_011047476.1,True
SPOA0144,Ruegeria pomeroyi DSS-3,Ruegeria,bhcA,L-aspartate--glyoxylate aminotransferase BhcA,Amino acid metabolism,1,7.0,informative_multi,3,24.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011241925.1,True
SYNPCC7002_C0016,Synechococcus PCC 7002,Picosynechococcus,,hypothetical protein,Unknown,1,7.0,no_evidence,0,,,WP_012308476.1,True
SYNW0044,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,9.0,"Prochlorococcus, Synechococcus",,False
SYNW0239,Synechococcus WH8102,Parasynechococcus,,CNNM domain-containing protein,Transport,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011127115.1,True
SYNW0305,Synechococcus WH8102,Parasynechococcus,ftsH1,cell division protein FtsH1,Cell cycle and division,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011127179.1,True
SYNW1139,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,7.0,informative_single,2,3.0,Synechococcus,,False
SYNW1717,Synechococcus WH8102,Parasynechococcus,rbcS,"ribulose bisphosphate carboxylase, small subunit",Photosynthesis,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_006043651.1,True
SYNW1824,Synechococcus WH8102,Parasynechococcus,rplS,50S ribosomal protein L19,Translation,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011128684.1,True
SYNW2367,Synechococcus WH8102,Parasynechococcus,flv3,flavoprotein involved in Mehler reaction,Carbohydrate metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129220.1,True
SYNW2380,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,1.0,Synechococcus,WP_011129233.1,True
Sputw3181_0963,Shewanella sp. W3-18-1,Shewanella,csgG,CsgG/HfaB family protein,Cell wall and membrane,1,7.0,informative_multi,3,11.0,"Alteromonas, Pseudomonas, Shewanella",WP_011788339.1,True
Sputw3181_1408,Shewanella sp. W3-18-1,Shewanella,flgD,flagellar hook assembly protein FlgD,Cell motility,1,7.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011788754.1,True
SynWH7803_1317,Synechococcus WH7803,Synechococcus,chlP,geranylgeranyl reductase,Coenzyme metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933222.1,True
SynWH7803_1449,Synechococcus WH7803,Synechococcus,ompR,two-component system response regulator RR class II (RRII)-OmpR,Regulatory functions,1,7.0,informative_multi,3,5.0,"Prochlorococcus, Synechococcus",WP_041428534.1,True
SynWH7803_1734,Synechococcus WH7803,Synechococcus,pdhA,pyruvate dehydrogenase E1 component complex alpha subunit,Carbohydrate metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933632.1,True
SynWH7803_1841,Synechococcus WH7803,Synechococcus,pilT2,twitching motility protein PilT,Cell wall and membrane,1,7.0,informative_multi,3,8.0,"Prochlorococcus, Synechococcus",WP_011933739.1,True
SynWH7803_1951,Synechococcus WH7803,Synechococcus,pepA,leucine aminopeptidase,Amino acid metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933847.1,True
SynWH7803_2038,Synechococcus WH7803,Synechococcus,purB,adenylosuccinate lyase,Nucleotide metabolism,1,7.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933929.1,True
SynWH7803_2466,Synechococcus WH7803,Synechococcus,,"type I secretion system ABC transporter, HlyB family",Cellular processes,1,7.0,informative_multi,3,5.0,"Prochlorococcus, Synechococcus",WP_041428709.1,True
sync_2757,Synechococcus CC9311,Synechococcus,,conserved hypothetical protein,Unknown,1,7.0,catch_all_only,1,5.0,"Prochlorococcus, Synechococcus",WP_237699232.1,True
