pool,dedup_key,rep_locus_tag,rep_organism,rep_gene_name,rep_product,rep_annotation_state,rep_protein_id,freq,best_rank,og_source,og_level,n_collapsed,collapsed_members
pro,cyanorak:CK_00053668,PMT0924,Prochlorococcus MIT9313,,putative carbamoyl-phosphate synthase L chain,informative_single,WP_011130302.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00048442,PMT1181,Prochlorococcus MIT9313,maf,septum formation protein,informative_multi,WP_041385102.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00001487,PMT1437,Prochlorococcus MIT9313,,AEC transporter family,informative_multi,WP_011130805.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00000531,PMT1735,Prochlorococcus MIT9313,rplB,50S ribosomal protein L2,informative_multi,WP_011131102.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00003860,PMT1774,Prochlorococcus MIT9313,,possible Methanol dehydrogenase beta subunit,catch_all_only,WP_041384664.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00001365,PMT2228,Prochlorococcus MIT9313,urtB,"ABC-type urea transporter, permease component",informative_multi,WP_011131592.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00049995,PMT9312_1858,Prochlorococcus MIT9312,,conserved hypothetical protein,no_evidence,,1,10.0,cyanorak,curated,1,
pro,locus:PMT_0928,PMT_0928,Prochlorococcus MIT9313,,hypothetical protein,no_evidence,WP_041384394.1,1,10.0,,,1,
pro,cyanorak:CK_00037700,PMT_2050,Prochlorococcus MIT9313,,hypothetical protein,no_evidence,WP_011131415.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00053434,PMT_2662,Prochlorococcus MIT9313,,Conserved hypothetical protein,no_evidence,,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00000950,Pro0567,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),dnaA,chromosomal replication initiator protein,informative_multi,WP_011124720.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00000865,Pro1029,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),prfC,peptide chain release factor 3,informative_multi,WP_011125181.1,1,10.0,cyanorak,curated,1,
pro,cyanorak:CK_00000971,Pro1445,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),apt,adenine phosphoribosyltransferase,informative_multi,WP_011125596.1,1,10.0,cyanorak,curated,1,
syn,cyanorak:CK_00000425,BL107_07454,Synechococcus sp. BL107,nusG,transcription termination/antitermination factor NusG,informative_multi,WP_009788712.1,4,1.0,cyanorak,curated,2,SYNW2344
syn,cyanorak:CK_00000181,BL107_16040,Synechococcus sp. BL107,rpoB,"DNA-directed RNA polymerase, beta subunit",informative_multi,WP_009790367.1,4,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001768,SYNW1812,Synechococcus WH8102,,nucleoside 2-deoxyribosyltransferase family protein,informative_multi,WP_011128672.1,3,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00057095,SYNW1950,Synechococcus WH8102,,conserved hypothetical protein,informative_single,WP_011128808.1,3,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00007392,SynWH7803_1706,Synechococcus WH7803,,uncharacterized conserved lipoprotein (DUF1254/DUF1214),informative_single,WP_011933604.1,3,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000495,BL107_08264,Synechococcus sp. BL107,fusA,elongation factor G,informative_multi,WP_009788868.1,3,5.0,cyanorak,curated,1,
syn,cyanorak:CK_00000525,BL107_08586,Synechococcus sp. BL107,rplN,50S ribosomal protein L14,informative_multi,WP_006169852.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000607,BL107_09756,Synechococcus sp. BL107,topA,"DNA topoisomerase I, omega subunit",informative_multi,WP_009789155.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000010,BL107_11441,Synechococcus sp. BL107,cyabrB2,AbrB-like transcriptional regulator involved in photosynthesis regulation,informative_multi,WP_009789471.1,2,1.0,cyanorak,curated,2,SynWH7803_0733
syn,eggnog:1GZ49@1129,M744_04015,Synechococcus elongatus UTEX 2973,sphX,PstS family phosphate ABC transporter substrate-binding protein,informative_multi,WP_011243971.1,2,1.0,eggnog,Synechococcus,2,M744_04020
syn,locus:SYNPCC7002_E0006,SYNPCC7002_E0006,Synechococcus PCC 7002,,hypothetical protein,no_evidence,WP_012308512.1,2,1.0,,,1,
syn,cyanorak:CK_00000645,SYNW1780,Synechococcus WH8102,argB,acetylglutamate kinase,informative_multi,WP_011128640.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000480,SynWH7803_0353,Synechococcus WH7803,psbO,photosystem II manganese-stabilizing protein PsbO,informative_multi,WP_011932278.1,2,1.0,cyanorak,curated,2,BL107_08129
syn,cyanorak:CK_00001033,SynWH7803_0582,Synechococcus WH7803,pdhC,"pyruvate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component",informative_multi,WP_011932494.1,2,1.0,cyanorak,curated,2,BL107_15760
syn,cyanorak:CK_00001625,SynWH7803_0866,Synechococcus WH7803,ggt,gamma-glutamyltranspeptidase,informative_multi,WP_011932774.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00001262,SynWH7803_1093,Synechococcus WH7803,,conserved hypothetical protein,catch_all_only,WP_041428473.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000407,SynWH7803_2418,Synechococcus WH7803,rplI,50S ribosomal protein L9,informative_multi,WP_011934304.1,2,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000517,BL107_08514,Synechococcus sp. BL107,adk,adenylate kinase,informative_multi,WP_009788917.1,2,2.0,cyanorak,curated,2,SynWH7803_0415
syn,eggnog:1GZ68@1129,SYNPCC7002_A0224,Synechococcus PCC 7002,,M48 family metallopeptidase,informative_multi,WP_012305860.1,2,2.0,eggnog,Synechococcus,1,
syn,cyanorak:CK_00000285,SYNW0152,Synechococcus WH8102,rnc,ribonuclease III,informative_multi,WP_011127028.1,2,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000066,SynWH7803_0196,Synechococcus WH7803,fabF,beta-ketoacyl-(acyl-carrier-protein) synthase II (KASII),informative_multi,WP_011932128.1,2,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000510,SynWH7803_0408,Synechococcus WH7803,rplM,50S ribosomal protein L13,informative_multi,WP_011932330.1,2,2.0,cyanorak,curated,2,BL107_08479
syn,cyanorak:CK_00003002,SynWH7803_0948,Synechococcus WH7803,,cupredoxin-like protein,informative_multi,WP_011932856.1,2,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00008056,BL107_10556,Synechococcus sp. BL107,csoS1A,carboxysome shell protein CsoS1A,informative_multi,WP_006169870.1,2,2.0,cyanorak,curated,2,SYNW1719
syn,cyanorak:CK_00043821,SynWH7803_1045,Synechococcus WH7803,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",informative_multi,WP_011932953.1,2,2.0,cyanorak,curated,3,SYNW1018;SYNW1815
syn,cyanorak:CK_00000440,BL107_07694,Synechococcus sp. BL107,,beta-lactamase superfamily domain protein,informative_multi,WP_009788759.1,2,3.0,cyanorak,curated,1,
syn,eggnog:COG1961@2,SYNPCC7002_C0017,Synechococcus PCC 7002,resP,recombinase family protein,informative_multi,WP_012308477.1,2,3.0,eggnog,Bacteria,1,
syn,cyanorak:CK_00001142,SYNW0321,Synechococcus WH8102,sufD,"ABC transporter involved in Fe-S cluster assembly, permease component",informative_multi,WP_011127195.1,2,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00001145,SynWH7803_2164,Synechococcus WH7803,pgmA2,phosphoglucomutase,informative_multi,WP_011934052.1,2,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00008038,BL107_06309,Synechococcus sp. BL107,clpP2,"ATP-dependent Clp protease, protease subunit",informative_multi,WP_009788487.1,2,4.0,cyanorak,curated,1,
syn,eggnog:1H0KC@1129,SYNPCC7002_A1666,Synechococcus PCC 7002,,Uma2 family endonuclease,informative_single,WP_012307278.1,2,4.0,eggnog,Synechococcus,1,
syn,eggnog:1H3KX@1129,SYNPCC7002_E0007,Synechococcus PCC 7002,,hypothetical protein,no_evidence,WP_012308513.1,2,4.0,eggnog,Synechococcus,1,
syn,cyanorak:CK_00000437,SYNW2320,Synechococcus WH8102,nadC,nicotinate-nucleotide diphosphorylase,informative_multi,WP_042504493.1,2,4.0,cyanorak,curated,1,
syn,eggnog:1G0XK@1117,SYNPCC7002_G0059,Synechococcus PCC 7002,kdpB,potassium-transporting ATPase subunit KdpB,informative_multi,WP_012305536.1,2,5.0,eggnog,Cyanobacteria,1,
syn,cyanorak:CK_00000967,SYNW0819,Synechococcus WH8102,dapB,4-hydroxy-tetrahydrodipicolinate reductase,informative_multi,WP_011127684.1,2,5.0,cyanorak,curated,1,
syn,cyanorak:CK_00000512,SynWH7803_0410,Synechococcus WH7803,rplQ,50S ribosomal protein L17,informative_multi,WP_006042229.1,2,5.0,cyanorak,curated,1,
syn,cyanorak:CK_00001083,SynWH7803_1959,Synechococcus WH7803,bamA,outer membrane protein insertion porin family,informative_multi,WP_011933855.1,2,5.0,cyanorak,curated,1,
syn,cyanorak:CK_00000102,BL107_11096,Synechococcus sp. BL107,lpdA,dihydrolipoamide dehydrogenase,informative_multi,WP_009789403.1,2,6.0,cyanorak,curated,1,
syn,cyanorak:CK_00003047,SynWH7803_2356,Synechococcus WH7803,,uncharacterized conserved lipoprotein (DUF3604),informative_single,WP_011934243.1,2,6.0,cyanorak,curated,1,
syn,eggnog:1H0H5@1129,SYNPCC7002_A1284,Synechococcus PCC 7002,,thioesterase family protein,informative_multi,WP_012306904.1,2,7.0,eggnog,Synechococcus,1,
syn,cyanorak:CK_00000429,SYNW2340,Synechococcus WH8102,rplL,50S ribosomal protein L7/L12,informative_multi,WP_011129193.1,2,7.0,cyanorak,curated,1,
syn,eggnog:1GZ4J@1129,SYNPCC7002_A1946,Synechococcus PCC 7002,,hypothetical protein,catch_all_only,WP_012307556.1,2,10.0,eggnog,Synechococcus,1,
syn,cyanorak:CK_00001330,SynWH7803_0262,Synechococcus WH7803,phrA,deoxyribodipyrimidine photolyase (DNA photolyase) (photoreactivating enzyme),informative_multi,WP_011932191.1,2,10.0,cyanorak,curated,1,
syn,cyanorak:CK_00049420,BL107_09306,Synechococcus sp. BL107,cp12,CP12 polypeptide,informative_multi,WP_009789067.1,1,1.0,cyanorak,curated,2,SynWH7803_2093
syn,cyanorak:CK_00051364,BL107_09846,Synechococcus sp. BL107,groL2,chaperonin GroEL,informative_multi,WP_009789173.1,1,1.0,cyanorak,curated,2,SynWH7803_1863
syn,eggnog:1H0D1@1129,H6G84_02080,Synechococcus elongatus PCC 7942,dpsA,DNA starvation/stress protection protein DpsA,informative_multi,WP_011244234.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1GAHI@1117,H6G84_04390,Synechococcus elongatus PCC 7942,H6G84_RS04390,hypothetical protein,no_evidence,WP_039755663.1,1,1.0,eggnog,Cyanobacteria,1,
syn,eggnog:1GZGP@1129,H6G84_11350,Synechococcus elongatus PCC 7942,H6G84_RS11350,chlorophyll a/b binding light-harvesting protein,informative_multi,WP_011242315.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1GYTG@1129,H6G84_12445,Synechococcus elongatus PCC 7942,ppsA,phosphoenolpyruvate synthase,informative_multi,WP_011377725.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1GZT0@1129,M744_07055,Synechococcus elongatus UTEX 2973,,transglutaminase TgpA family protein,informative_multi,WP_011244527.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1H46R@1129,M744_08450,Synechococcus elongatus UTEX 2973,cmpD,nitrate ABC transporter ATP-binding protein,informative_multi,WP_011244787.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1H1QT@1129,SYNPCC7002_A2291,Synechococcus PCC 7002,,2TM domain-containing protein,informative_single,WP_012307888.1,1,1.0,eggnog,Synechococcus,1,
syn,eggnog:1G2HN@1117,SYNPCC7002_D0014,Synechococcus PCC 7002,,ParM/StbA family protein,informative_single,WP_012308491.1,1,1.0,eggnog,Cyanobacteria,1,
syn,cyanorak:CK_00000166,SYNW1226,Synechococcus WH8102,rpmG,50S ribosomal protein L33,informative_multi,WP_011128090.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000824,SYNW1262,Synechococcus WH8102,argC,N-acetyl-gamma-glutamyl-phosphate reductase,informative_multi,WP_011128126.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00043585,SYNW1382,Synechococcus WH8102,,conserved hypothetical protein,informative_single,WP_011128246.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00002098,SYNW1414,Synechococcus WH8102,hypB,hydrogenase expression/formation protein HypB,informative_multi,WP_011128278.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00053712,SYNW1443,Synechococcus WH8102,,uncharacterized conserved membrane protein,informative_single,WP_011128307.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00001942,SYNW1914,Synechococcus WH8102,gbmt1,glycine/sarcosine N-methyltransferase,informative_multi,WP_011128772.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00001888,SYNW2035,Synechococcus WH8102,,conserved hypothetical protein,catch_all_only,WP_011128893.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00052500,SYNW2390,Synechococcus WH8102,,putative alkaline phosphatase/5^ nucleotidase,informative_multi,WP_011129243.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000365,SYNW2525,Synechococcus WH8102,,alpha/beta hydrolase of unknown function (DUF1400),informative_multi,WP_011129378.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000343,SynWH7803_0032,Synechococcus WH7803,efp,translation elongation factor P,informative_multi,WP_006042657.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00002970,SynWH7803_0139,Synechococcus WH7803,,"possible alpha-glycosyltransferase, family 4",informative_multi,WP_011932073.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000301,SynWH7803_0171,Synechococcus WH7803,ssb,single-stranded DNA-binding protein,informative_multi,WP_011932105.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00001565,SynWH7803_0323,Synechococcus WH7803,thyx,thymidylate synthase,informative_multi,WP_011932249.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000496,SynWH7803_0381,Synechococcus WH7803,rpsG,30S ribosomal protein S7,informative_multi,WP_011932305.1,1,1.0,cyanorak,curated,2,SYNW2136
syn,cyanorak:CK_00001035,SynWH7803_0580,Synechococcus WH7803,fadD,long-chain acyl-CoA synthetase,informative_multi,WP_011932492.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000940,SynWH7803_0754,Synechococcus WH7803,,short chain dehydrogenase family protein,informative_multi,WP_011932663.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00049937,SynWH7803_0845,Synechococcus WH7803,smtA,"metallothionein, family 14",informative_multi,WP_011932753.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00057383,SynWH7803_1017,Synechococcus WH7803,,uncharacterized conserved secreted protein (DUF1254/DUF1214),informative_single,WP_011932925.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000749,SynWH7803_1508,Synechococcus WH7803,recB,"exodeoxyribonuclease V (RecBCD complex), beta subunit",informative_multi,WP_011933411.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00057382,SynWH7803_1705,Synechococcus WH7803,,uncharacterized conserved lipoprotein (DUF1254/DUF1214),informative_single,WP_041428623.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00000149,SynWH7803_1733,Synechococcus WH7803,zipN,cell division protein ZipN,informative_multi,WP_011933631.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00002762,SynWH7803_1795,Synechococcus WH7803,pilA,type IV pilin PilA,informative_multi,WP_011933693.1,1,1.0,cyanorak,curated,2,sync_0667
syn,cyanorak:CK_00002330,SynWH7803_2236,Synechococcus WH7803,,outer membrane porin,informative_multi,WP_011934124.1,1,1.0,cyanorak,curated,2,SynWH7803_0993
syn,cyanorak:CK_00006622,sync_1494,Synechococcus CC9311,sigI,"RNA polymerase sigma factor, type III (ECF-like)",informative_multi,WP_049750336.1,1,1.0,cyanorak,curated,1,
syn,cyanorak:CK_00008117,sync_2793,Synechococcus CC9311,desC4,delta-9 fatty-acid desaturase DesC4,informative_multi,WP_011620682.1,1,1.0,cyanorak,curated,1,
syn,eggnog:1H11T@1129,H6G84_02990,Synechococcus elongatus PCC 7942,H6G84_RS02990,high light inducible protein,informative_single,WP_011244409.1,1,2.0,eggnog,Synechococcus,1,
syn,eggnog:1GYV7@1129,H6G84_05550,Synechococcus elongatus PCC 7942,H6G84_RS05550,ammonium transporter,informative_multi,WP_011377582.1,1,2.0,eggnog,Synechococcus,1,
syn,locus:H6G84_07385,H6G84_07385,Synechococcus elongatus PCC 7942,H6G84_RS07385,hypothetical protein,no_evidence,WP_039755509.1,1,2.0,,,1,
syn,eggnog:1GZNW@1129,H6G84_11345,Synechococcus elongatus PCC 7942,fldA,flavodoxin FldA,informative_multi,WP_011242314.1,1,2.0,eggnog,Synechococcus,1,
syn,eggnog:1GYP8@1129,M744_03660,Synechococcus elongatus UTEX 2973,argF,ornithine carbamoyltransferase,informative_multi,WP_011243902.1,1,2.0,eggnog,Synechococcus,1,
syn,eggnog:1H1GB@1129,M744_03840,Synechococcus elongatus UTEX 2973,,hypothetical protein,no_evidence,WP_039755541.1,1,2.0,eggnog,Synechococcus,1,
syn,eggnog:1GZDG@1129,M744_10450,Synechococcus elongatus UTEX 2973,ntrB,nitrate ABC transporter permease,informative_multi,WP_011242626.1,1,2.0,eggnog,Synechococcus,1,
syn,eggnog:1H3VH@1129,SYNPCC7002_A0820,Synechococcus PCC 7002,,hypothetical protein,no_evidence,WP_041443377.1,1,2.0,eggnog,Synechococcus,1,
syn,cyanorak:CK_00000473,SYNW0285,Synechococcus WH8102,trmB,tRNA (guanine-N(7)-)-methyltransferase,informative_multi,WP_011127159.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001047,SYNW0637,Synechococcus WH8102,fumC,"fumarate hydratase, class II",informative_multi,WP_042504173.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00005262,SYNW0759,Synechococcus WH8102,ppiA,peptidylprolyl isomerase,informative_multi,WP_011127624.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00002132,SYNW1332,Synechococcus WH8102,,uncharacterized conserved secreted protein,catch_all_only,WP_225867678.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00005392,SYNW2102,Synechococcus WH8102,,conserved hypothetical protein,catch_all_only,WP_011128959.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000009,SYNW2151,Synechococcus WH8102,psbA,photosystem II protein D1.2,informative_multi,WP_011127848.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00057421,SYNWH7803_RS10220,Synechococcus WH7803,,carbohydrate-binding protein (CBM2),informative_multi,WP_011933960.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000308,SynWH7803_0151,Synechococcus WH7803,gpx,glutathione peroxidase,informative_multi,WP_011932085.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001583,SynWH7803_0625,Synechococcus WH7803,petF,2Fe-2S ferredoxin,informative_multi,WP_011932537.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001856,SynWH7803_0946,Synechococcus WH7803,,conserved hypothetical protein,catch_all_only,WP_011932854.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000169,SynWH7803_1102,Synechococcus WH7803,cycI1,Mg-protoporphyrin IX monomethylester oxidative cyclase,informative_multi,WP_011933010.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001611,SynWH7803_1274,Synechococcus WH7803,,conserved hypothetical protein,catch_all_only,WP_011933180.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000873,SynWH7803_1295,Synechococcus WH7803,,NADH:ubiquinone oxidoreductase complex I intermediate-associated CIA30-like protein,informative_multi,WP_011933200.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001850,SynWH7803_1473,Synechococcus WH7803,,conserved hypothetical protein,informative_multi,WP_011933376.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000630,SynWH7803_1835,Synechococcus WH7803,,Prochlorococcus/marine Synechococcus Hyper-Conserved Protein (PSHCP),informative_multi,WP_011933733.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001088,SynWH7803_1967,Synechococcus WH7803,rplU,50S ribosomal protein L21,informative_multi,WP_011933863.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00001312,SynWH7803_1970,Synechococcus WH7803,,possible S-adenosyl-L-methionine-dependent methyltransferase,informative_multi,WP_011933866.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00045635,SynWH7803_2086,Synechococcus WH7803,,uncharacterized conserved secreted protein,catch_all_only,WP_011933976.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000188,SynWH7803_2157,Synechococcus WH7803,,conserved hypothetical protein,informative_multi,WP_011934045.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00038643,SynWH7803_2307,Synechococcus WH7803,,putative dockerin type I repeat,catch_all_only,WP_041428693.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00000408,SynWH7803_2414,Synechococcus WH7803,metC,cystathionine beta-lyase family aluminum resistance protein,informative_multi,WP_011934300.1,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00043574,sync_2421,Synechococcus CC9311,,conserved hypothetical protein,catch_all_only,,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00054030,sync_2758,Synechococcus CC9311,,hypothetical protein,no_evidence,,1,2.0,cyanorak,curated,1,
syn,cyanorak:CK_00033672,BL107_10866,Synechococcus sp. BL107,petP,cytochrome b6-f complex subunit PetP,informative_multi,WP_009789358.1,1,3.0,cyanorak,curated,1,
syn,eggnog:1GZDB@1129,H6G84_00360,Synechococcus elongatus PCC 7942,H6G84_RS00360,NAD(P)/FAD-dependent oxidoreductase,informative_multi,WP_011243908.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1H17G@1129,H6G84_02980,Synechococcus elongatus PCC 7942,H6G84_RS02980,RNA recognition motif domain-containing protein,informative_multi,WP_011244407.1,1,3.0,eggnog,Synechococcus,3,H6G84_13025;M744_06420
syn,eggnog:1GZK3@1129,H6G84_04715,Synechococcus elongatus PCC 7942,katG,catalase/peroxidase HPI,informative_multi,WP_011244741.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1H0X9@1129,H6G84_05960,Synechococcus elongatus PCC 7942,cpcS,phycobiliprotein lyase,informative_multi,WP_011243461.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1H1NU@1129,M744_01435,Synechococcus elongatus UTEX 2973,,hypothetical protein,no_evidence,WP_011243509.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1H466@1129,M744_04025,Synechococcus elongatus UTEX 2973,pstC,phosphate ABC transporter permease subunit PstC,informative_multi,WP_011378465.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1GYXA@1129,M744_07325,Synechococcus elongatus UTEX 2973,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,informative_multi,WP_011244575.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1H1IA@1129,SYNPCC7002_A0304,Synechococcus PCC 7002,,hypothetical protein,no_evidence,WP_012305938.1,1,3.0,eggnog,Synechococcus,1,
syn,eggnog:1GADH@1117,SYNPCC7002_C0002,Synechococcus PCC 7002,,hypothetical protein,no_evidence,WP_012308462.1,1,3.0,eggnog,Cyanobacteria,1,
syn,cyanorak:CK_00057348,SYNW0083,Synechococcus WH8102,,sulfotransferase,informative_multi,WP_011126961.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000823,SYNW1263,Synechococcus WH8102,ribBA,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II",informative_multi,WP_071820871.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00008086,SYNW1587,Synechococcus WH8102,ftsH4,cell division protein FtsH,informative_multi,WP_011128451.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000732,SYNW1599,Synechococcus WH8102,ppnK,ATP-NAD kinase family protein,informative_multi,WP_011128463.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00001234,SYNW1686,Synechococcus WH8102,mqoA,malate:quinone oxidoreductase,informative_multi,WP_011128548.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000551,SYNW2047,Synechococcus WH8102,ppc,phosphoenol pyruvate carboxylase,informative_multi,WP_011128905.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00040198,SYNW2391,Synechococcus WH8102,,putative alkaline phosphatase,informative_multi,WP_011129244.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000076,SYNW2442,Synechococcus WH8102,urtA,"ABC-type urea transporter, substrate binding component",informative_multi,WP_042504522.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00051556,SYNW2488,Synechococcus WH8102,tatB,twin-arginine translocation TatB-like protein,informative_multi,WP_011129341.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000282,SynWH7803_0213,Synechococcus WH7803,galM,aldose 1-epimerase family protein,informative_multi,WP_041428329.1,1,3.0,cyanorak,curated,2,BL107_05724
syn,cyanorak:CK_00000769,SynWH7803_1022,Synechococcus WH7803,menB,naphthoate synthase,informative_multi,WP_011932930.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00008103,SynWH7803_1275,Synechococcus WH7803,cobN,"cobaltochelatase, CobN subunit",informative_multi,WP_011933181.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000838,SynWH7803_1277,Synechococcus WH7803,metH,methionine synthase,informative_multi,WP_011933183.1,1,3.0,cyanorak,curated,2,SYNW1238
syn,cyanorak:CK_00001699,SynWH7803_1384,Synechococcus WH7803,,carbonic anhydrase-like protein,informative_multi,WP_011933288.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000623,SynWH7803_1851,Synechococcus WH7803,petA,apocytochrome f,informative_multi,WP_011933749.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00034984,SynWH7803_1930,Synechococcus WH7803,glgX,isoamylase,informative_multi,WP_041428660.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00051494,SynWH7803_2075,Synechococcus WH7803,,conserved hypothetical protein,catch_all_only,WP_011933966.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00044839,SynWH7803_2122,Synechococcus WH7803,,"uncharacterized conserved inner membrane protein, YqjD/ElaB family",informative_single,WP_041428951.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000213,SynWH7803_2231,Synechococcus WH7803,ndhO,NADH dehydrogenase I subunit NdhO,informative_multi,WP_011934119.1,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00054672,sync_1121,Synechococcus CC9311,,hypothetical protein,no_evidence,,1,3.0,cyanorak,curated,1,
syn,cyanorak:CK_00000513,BL107_08494,Synechococcus sp. BL107,rpoA,"DNA-directed RNA polymerase, alpha subunit",informative_multi,WP_009788914.1,1,4.0,cyanorak,curated,1,
